description,listing_cat,listing_id,timebank,type,timestamp
EBOP Riding for disabled looking for volunteers,"{4, 39, 7, 10, 81, 60}",5446,eastbay,request,2019-01-23 10:16:06
test,"{33, 4}",4,fairbanks,request,2019-01-23 10:16:06
Needing help,"{2, 71, 9, 11, 84, 23}",5,farnor,request,2019-01-23 10:16:06
Tennis lessons for 9 year old,"{59, 51, 6, 7}",351,frederick,request,2019-01-23 10:16:06
Replace front door/door jam,"{9, 69}",350,frederick,request,2019-01-23 10:16:06
Needing technology support,"{10, 76}",349,frederick,request,2019-01-23 10:16:06
half day driver,"{3, 30}",346,frederick,request,2019-01-23 10:16:06
Etsy management,"{8, 10, 67, 79}",337,frederick,request,2019-01-23 10:16:06
Upholstery job,"{9, 74}",336,frederick,request,2019-01-23 10:16:06
Aged cut firewood,"{9, 74, 11, 84}",61,frederick,request,2019-01-23 10:16:06
Would like to organize a Crochet/Knitting group,"{3, 4, 8, 86, 26, 62}",22,goodneighborstb,request,2019-01-23 10:16:06
Planning for Holiday Potluck,"{86, 4, 36}",20,goodneighborstb,request,2019-01-23 10:16:06
Requesting Spanish language speakers for translation support!,"{4, 36}",17,goodneighborstb,request,2019-01-23 10:16:06
Need a Ride!,"{16, 1}",16,goodneighborstb,request,2019-01-23 10:16:06
Events Committee Meeting,"{4, 36}",14,goodneighborstb,request,2019-01-23 10:16:06
Garden Help Needed,"{42, 5}",47,scgm,request,2019-01-23 10:16:06
Thrift Store Volunteer Needed,"{94, 4, 5, 38}",29,scgm,request,2019-01-23 10:16:06
Soup Kitchen Volunteer Needed,"{94, 4, 5, 38}",30,scgm,request,2019-01-23 10:16:06
Laundry Help Needed,"{2, 22}",43,scgm,request,2019-01-23 10:16:06
Someone to run online ads,"{10, 79}",18,scgm,request,2019-01-23 10:16:06
Time Bank Volunteers Needed,"{4, 36}",16,scgm,request,2019-01-23 10:16:06
Meal prep,"{2, 20}",1532,greatbay,request,2019-01-23 10:16:06
Would you like to learn how to build & make things?,"{9, 69, 71}",1531,greatbay,request,2019-01-23 10:16:06
Stacking Wood,"{9, 71}",1525,greatbay,request,2019-01-23 10:16:06
Remove prickly weeds from woods,"{9, 71}",1524,greatbay,request,2019-01-23 10:16:06
Moving concrete blocks,"{9, 71}",1523,greatbay,request,2019-01-23 10:16:06
Move logs to brush pile,"{9, 71}",1522,greatbay,request,2019-01-23 10:16:06
Removing hawkweed and ajuga from lawns,"{9, 71}",1521,greatbay,request,2019-01-23 10:16:06
Build temporary front steps,"{9, 69}",1520,greatbay,request,2019-01-23 10:16:06
Quilting a blanket,"{8, 62}",1518,greatbay,request,2019-01-23 10:16:06
Snow clean-up - ongoing,"{9, 71}",1516,greatbay,request,2019-01-23 10:16:06
Need help with food & environmental allergies,"{40, 5, 46}",1512,greatbay,request,2019-01-23 10:16:06
Sewing Service needed,"{2, 8, 9, 74, 20, 62}",1488,greatbay,request,2019-01-23 10:16:06
Need help with yard and gardens,"{9, 71}",1484,greatbay,request,2019-01-23 10:16:06
Need Help Promoting & FundRaising For Youth Empowerment & Networking Outreach- Include WorkShops & Online Chats At Library(hidden),"{35, 4, 7, 10, 79, 56}",34,greaterheights,request,2019-01-23 10:16:06
Write your first offer and request!,"{4, 36}",18,greaterheights,request,2019-01-23 10:16:06
Bring some food!,"{4, 36}",17,greaterheights,request,2019-01-23 10:16:06
COMPLETE YOUR PROFILE!,"{4, 36}",7,greaterheights,request,2019-01-23 10:16:06
New Member Time Credit Promotion,"{4, 36}",6,greaterheights,request,2019-01-23 10:16:06
Vegan Yogurt!,"{2, 100}",164,gwtb,request,2019-01-23 10:16:06
Transportation: Miscellaneous,"{1, 18}",123,gwtb,request,2019-01-23 10:16:06
Recreation: Events,"{49, 6}",122,gwtb,request,2019-01-23 10:16:06
Help At Home: Sewing,"{2, 108}",121,gwtb,request,2019-01-23 10:16:06
Help At Home: Sewing,"{2, 108}",120,gwtb,request,2019-01-23 10:16:06
I am looking to get back into ...,set(),119,gwtb,request,2019-01-23 10:16:06
I speak german at at ...,set(),118,gwtb,request,2019-01-23 10:16:06
Transition Guelph Projects: Appleseed Collective,"{113, 106}",117,gwtb,request,2019-01-23 10:16:06
Home: Garden & Yard Work,"{9, 101}",116,gwtb,request,2019-01-23 10:16:06
"Arts, Crafts & Music: Photo & Video","{97, 94}",115,gwtb,request,2019-01-23 10:16:06
Help At Home: Hair & Beauty,"{2, 87}",113,gwtb,request,2019-01-23 10:16:06
Spanish Lessons,"{57, 7}",14,choptank,request,2019-01-23 10:16:06
Dorchester Library Volunteer,"{60, 7}",2,choptank,request,2019-01-23 10:16:06
Gardening,"{9, 71}",7,choptank,request,2019-01-23 10:16:06
Habitat Choptank Construction Volunteer,"{9, 74, 69}",5,choptank,request,2019-01-23 10:16:06
Harvesting Hope Literacy and Mentoring,"{8, 64, 5, 46}",6,choptank,request,2019-01-23 10:16:06
Baywater Animal Rescue Volunteer,"{2, 35, 4, 10, 75, 23}",1,choptank,request,2019-01-23 10:16:06
Misc H4OW help,"{188, 189, 190, 191}",723,our4ourworld,request,2019-01-23 10:16:06
Learn vegetarian recipies,"{2, 20, 55, 7}",46,ourcommunityinterfai,request,2019-01-23 10:16:06
english writing practice.,"{60, 55, 7}",63,ourcommunityinterfai,request,2019-01-23 10:16:06
Advanced ESL and writing assistance,"{60, 87, 7}",62,ourcommunityinterfai,request,2019-01-23 10:16:06
Learning Music,"{6, 7, 8, 48, 56, 63}",59,ourcommunityinterfai,request,2019-01-23 10:16:06
Radio and TV Interview skills,"{8, 64, 63}",58,ourcommunityinterfai,request,2019-01-23 10:16:06
English writing practice.,"{59, 55, 87, 7}",57,ourcommunityinterfai,request,2019-01-23 10:16:06
English writing practice.,"{59, 55, 87, 7}",56,ourcommunityinterfai,request,2019-01-23 10:16:06
English writing practice.,"{59, 55, 87, 7}",54,ourcommunityinterfai,request,2019-01-23 10:16:06
English writing practice.,"{59, 60, 87, 7}",53,ourcommunityinterfai,request,2019-01-23 10:16:06
English writing practice.,"{59, 55, 87, 7}",52,ourcommunityinterfai,request,2019-01-23 10:16:06
Citizenship testing,"{59, 55, 87, 7}",49,ourcommunityinterfai,request,2019-01-23 10:16:06
English writing practice.,"{100, 118}",31,ourcommunityinterfai,request,2019-01-23 10:16:06
international food,"{2, 20}",15,ourcommunityinterfai,request,2019-01-23 10:16:06
music performances for church events,"{8, 49, 6, 63}",17,ourcommunityinterfai,request,2019-01-23 10:16:06
cooking class/consult,"{2, 7, 8, 20, 55, 61}",16,ourcommunityinterfai,request,2019-01-23 10:16:06
"Plumbing, Carpentry, Yard work, misc. errands that require a bit of muscle, but no experience","{73, 9, 74, 71}",44,jeffersoncommunity,request,2019-01-23 10:16:06
Help needed to put up some signs at the EcoCentre,"{9, 74}",1887,kaitaia,request,2019-01-23 10:16:06
Working bee to clear out a shed - Friday 25th January 9-11am,"{9, 71}",1885,kaitaia,request,2019-01-23 10:16:06
Working bees to get house ready for sale 15th & 20th January,"{2, 71, 9, 74, 25}",1884,kaitaia,request,2019-01-23 10:16:06
Teaching sessions in Academic Writing,"{57, 59, 7}",1882,kaitaia,request,2019-01-23 10:16:06
Assistance with how to use MacBook Air well.,"{56, 10, 75, 7}",1881,kaitaia,request,2019-01-23 10:16:06
Sanding & polishing very old wooden table,"{72, 9, 74, 69}",1879,kaitaia,request,2019-01-23 10:16:06
Bamboo scoop,"{67, 8, 11, 84, 62}",1878,kaitaia,request,2019-01-23 10:16:06
Working Bee,"{2, 4, 36, 71, 9, 25}",1875,kaitaia,request,2019-01-23 10:16:06
viola lessons,"{8, 64, 61}",1871,kaitaia,request,2019-01-23 10:16:06
Help to set up large greenhouse frame,"{4, 69, 71, 9, 86}",1870,kaitaia,request,2019-01-23 10:16:06
Christmas Gifts,"{34, 4, 37}",1869,kaitaia,request,2019-01-23 10:16:06
Food for Community Fruit & Vege Stand,"{2, 34, 4, 71, 9, 20}",1782,kaitaia,request,2019-01-23 10:16:06
Old Neck Ties,"{8, 34, 4, 62}",1845,kaitaia,request,2019-01-23 10:16:06
Christmas Wrapping Paper and tape,"{34, 4, 37, 86}",1772,kaitaia,request,2019-01-23 10:16:06
Puppy Players,"{2, 34, 4, 37, 23}",1741,kaitaia,request,2019-01-23 10:16:06
Christmas Parade participants,"{34, 4, 37, 86}",1788,kaitaia,request,2019-01-23 10:16:06
TimeBank telephone tree networkers / buddies,"{34, 4, 10, 81, 86}",1756,kaitaia,request,2019-01-23 10:16:06
Keys needed that you no longer use.,"{8, 9, 74, 11, 84, 62}",1690,kaitaia,request,2019-01-23 10:16:06
Old Laptops Wanted,"{56, 34, 4, 7}",1828,kaitaia,request,2019-01-23 10:16:06
Driving Supervisors for Youth,"{34, 59, 4, 7}",1842,kaitaia,request,2019-01-23 10:16:06
Window Cleaning,"{25, 2}",1558,kaitaia,request,2019-01-23 10:16:06
Gardening - Te Hiku Hauora Maara Kai,"{34, 4, 71, 9, 86}",1799,kaitaia,request,2019-01-23 10:16:06
Knitted Slippers,"{2, 35, 4, 8, 20, 62}",1724,kaitaia,request,2019-01-23 10:16:06
Potted Plants for selling at the Eco Centre,"{34, 35, 4, 71, 9}",1715,kaitaia,request,2019-01-23 10:16:06
Eco Centre Volunteers needed,"{10, 75, 4, 34}",1739,kaitaia,request,2019-01-23 10:16:06
Paint Requested,"{33, 34, 4, 86}",1830,kaitaia,request,2019-01-23 10:16:06
House painting and light carpentry,"{72, 9, 69}",1839,kaitaia,request,2019-01-23 10:16:06
Get our toilet working,"{73, 9}",1834,kaitaia,request,2019-01-23 10:16:06
Pampass grass dug out,"{9, 71}",1832,kaitaia,request,2019-01-23 10:16:06
Help in my garden,"{9, 34, 4, 71}",1825,kaitaia,request,2019-01-23 10:16:06
Sheds Cleaned Up,"{9, 2, 74, 22}",1822,kaitaia,request,2019-01-23 10:16:06
Managing our Seed Swap Stand at the Eco Centre,"{34, 4, 37}",1820,kaitaia,request,2019-01-23 10:16:06
Weekly Phone Call,"{3, 31}",1819,kaitaia,request,2019-01-23 10:16:06
Garage Clean Up,"{33, 2, 34, 4, 22}",1818,kaitaia,request,2019-01-23 10:16:06
Learning how to use my Smart TV,"{25, 2}",1817,kaitaia,request,2019-01-23 10:16:06
Shopping Trip,"{1, 34, 4, 12}",1815,kaitaia,request,2019-01-23 10:16:06
Christmas in a Shoebox Gift boxes,"{34, 11, 4, 84}",1811,kaitaia,request,2019-01-23 10:16:06
Shoe boxes please,"{34, 4}",1810,kaitaia,request,2019-01-23 10:16:06
Shelf sanders & stainers,"{35, 4, 72, 9, 74}",1809,kaitaia,request,2019-01-23 10:16:06
Carver wanted,"{8, 9, 69, 62}",1806,kaitaia,request,2019-01-23 10:16:06
Weaving kete for us,"{8, 11, 84, 62}",1805,kaitaia,request,2019-01-23 10:16:06
Teaching woodwork to children,"{9, 69, 4, 37}",1804,kaitaia,request,2019-01-23 10:16:06
Teaching Felting to Children,"{8, 4, 37, 62}",1803,kaitaia,request,2019-01-23 10:16:06
"Beads - broken necklaces, jewellery etc","{8, 11, 84, 62}",1802,kaitaia,request,2019-01-23 10:16:06
Bamboo Scoops,"{9, 11, 84, 69}",1801,kaitaia,request,2019-01-23 10:16:06
Crockery Bowls,"{11, 84, 85}",1800,kaitaia,request,2019-01-23 10:16:06
Fruit & Vegetables for local community,"{2, 34, 4, 71, 9, 20}",1781,kaitaia,request,2019-01-23 10:16:06
Produce Bags Sewers,"{2, 35, 4, 20}",1778,kaitaia,request,2019-01-23 10:16:06
Marmalade and Lemon Honey Makers,"{2, 34, 4, 20}",1773,kaitaia,request,2019-01-23 10:16:06
Mend a merino long-sleeve top,"{25, 2}",1771,kaitaia,request,2019-01-23 10:16:06
Sew waistband onto material to make a skirt,"{2, 20}",1770,kaitaia,request,2019-01-23 10:16:06
Collection from Whangarei,"{1, 34, 4, 11, 12, 82}",1763,kaitaia,request,2019-01-23 10:16:06
Ink Toner Cartridges,"{33, 4, 10, 75, 11, 85}",1758,kaitaia,request,2019-01-23 10:16:06
Plastic Bags wanted,"{2, 34, 4, 8, 20, 62}",1754,kaitaia,request,2019-01-23 10:16:06
Cuban mop,"{9, 69}",1752,kaitaia,request,2019-01-23 10:16:06
Soldering or welding pot handle back on,"{9, 74}",1751,kaitaia,request,2019-01-23 10:16:06
Wet Clothes Bags,"{8, 2, 20, 62}",1746,kaitaia,request,2019-01-23 10:16:06
Gardeners Wanted for Local Kindy,"{33, 34, 4, 71, 9}",1748,kaitaia,request,2019-01-23 10:16:06
Value Poultry Wheat Bags,"{11, 85}",1747,kaitaia,request,2019-01-23 10:16:06
Old towels and blankets,"{2, 11, 82, 23}",1742,kaitaia,request,2019-01-23 10:16:06
"Hay Wanted (for animal bedding, not food)","{34, 4, 71, 9, 11, 82}",1740,kaitaia,request,2019-01-23 10:16:06
Please Don't Litter signs,"{33, 34, 4, 8, 62}",1737,kaitaia,request,2019-01-23 10:16:06
Bamboo Ladder,"{9, 69}",1731,kaitaia,request,2019-01-23 10:16:06
woodworking: replacing glass in wooden door,"{2, 69, 9, 74, 25}",1405,letsbmore,request,2019-01-23 10:16:06
Need help with moving stuff.,"{1, 2, 11, 12, 172, 25}",1404,letsbmore,request,2019-01-23 10:16:06
Need a ride to the MVA,"{1, 11, 13, 82, 18}",1403,letsbmore,request,2019-01-23 10:16:06
"Needed: 26' Ladder, and, Tree Trimming/Removal","{2, 71, 9, 74, 25}",1402,letsbmore,request,2019-01-23 10:16:06
Needed - XL Tree Pots/Planters,"{9, 11, 84, 71}",1401,letsbmore,request,2019-01-23 10:16:06
WAY Too Much Mulch,"{33, 2, 4, 71, 9, 25}",1400,letsbmore,request,2019-01-23 10:16:06
Help decluttering/home organization,"{9, 2, 74, 22}",1399,letsbmore,request,2019-01-23 10:16:06
Legal help - writing a demand letter for medical malpractice,"{78, 10, 54, 7}",1396,letsbmore,request,2019-01-23 10:16:06
Life Coach,"{5, 7, 41, 59, 60}",1395,letsbmore,request,2019-01-23 10:16:06
Handy-Work and Cleaning Help Needed,"{9, 74, 69, 71}",696,letsbmore,request,2019-01-23 10:16:06
Looking for a talented painter to paint the solar system!,"{8, 67, 62}",353,midcanterbury,request,2019-01-23 10:16:06
Volunteers to run events and activities,"{101, 5, 6, 133, 46, 53}",352,midcanterbury,request,2019-01-23 10:16:06
Computer literacy instructor,"{56, 7}",351,midcanterbury,request,2019-01-23 10:16:06
Content contributors for Newcomers Network newsletter,"{4, 37, 101, 103, 108}",188,midcanterbury,request,2019-01-23 10:16:06
Sack of gravel/shingle,"{9, 74}",256,midcanterbury,request,2019-01-23 10:16:06
Guitar lessons,"{8, 61}",73,midcanterbury,request,2019-01-23 10:16:06
Advice and Help with Garden Shrubs & Bushes,"{9, 99, 71}",350,midcanterbury,request,2019-01-23 10:16:06
Excel Visual Basic (VBA),"{88, 10, 76, 95}",348,midcanterbury,request,2019-01-23 10:16:06
Zip repair,"{2, 98}",346,midcanterbury,request,2019-01-23 10:16:06
Simple hair trim,"{2, 21}",345,midcanterbury,request,2019-01-23 10:16:06
Make weighted blanket,"{8, 2, 62, 98}",344,midcanterbury,request,2019-01-23 10:16:06
Sewing machine lessons,"{64, 2, 98, 8, 62}",341,midcanterbury,request,2019-01-23 10:16:06
How to fix a noisy fridge?,"{9, 74, 70}",340,midcanterbury,request,2019-01-23 10:16:06
Ride from Christchurch on Sunday 16 Dec.,"{1, 14}",334,midcanterbury,request,2019-01-23 10:16:06
Garden clean up etc,"{9, 71}",332,midcanterbury,request,2019-01-23 10:16:06
Passive exercises,"{25, 2, 3, 30}",331,midcanterbury,request,2019-01-23 10:16:06
Painting,"{9, 71}",330,midcanterbury,request,2019-01-23 10:16:06
Gardening,"{9, 71}",172,midcanterbury,request,2019-01-23 10:16:06
Oven needs a clean,"{2, 22}",329,midcanterbury,request,2019-01-23 10:16:06
Metal work on push bike,"{9, 74}",299,midcanterbury,request,2019-01-23 10:16:06
Small business advice,"{10, 125, 77, 134}",322,midcanterbury,request,2019-01-23 10:16:06
Music Lessons,"{8, 64, 61}",320,midcanterbury,request,2019-01-23 10:16:06
Wooden edging,"{9, 69}",311,midcanterbury,request,2019-01-23 10:16:06
Water Blast house,"{9, 74}",309,midcanterbury,request,2019-01-23 10:16:06
Lift pavers & reset - small quick job,"{9, 74, 71}",310,midcanterbury,request,2019-01-23 10:16:06
Fence hooks,"{9, 69}",305,midcanterbury,request,2019-01-23 10:16:06
Help,"{9, 71}",300,midcanterbury,request,2019-01-23 10:16:06
Accommodation for older English Couple,"{9, 74, 11, 82}",291,midcanterbury,request,2019-01-23 10:16:06
Knowledge about creating a Will.,"{10, 78}",283,midcanterbury,request,2019-01-23 10:16:06
Shower glass clean,"{25, 2, 22}",275,midcanterbury,request,2019-01-23 10:16:06
Small food business experience?,"{10, 77, 134}",274,midcanterbury,request,2019-01-23 10:16:06
TimeBank sign revamp needed,"{88, 91}",268,midcanterbury,request,2019-01-23 10:16:06
Driving Mentors required,"{1, 68, 7, 9, 122, 59}",270,midcanterbury,request,2019-01-23 10:16:06
Vaccuming and light housework,"{2, 22}",265,midcanterbury,request,2019-01-23 10:16:06
Vegetable / Edibles Gardener,"{9, 99, 71}",267,midcanterbury,request,2019-01-23 10:16:06
HELP! Our French doors are dying,"{9, 69}",266,midcanterbury,request,2019-01-23 10:16:06
"Clothes mending - Sorted, thank you","{2, 98}",257,midcanterbury,request,2019-01-23 10:16:06
Thread overlocker - SORTED THANK YOU.,"{8, 62}",261,midcanterbury,request,2019-01-23 10:16:06
Hair Cut,"{5, 46}",258,midcanterbury,request,2019-01-23 10:16:06
Laptop cleanup,"{81, 10, 76}",252,midcanterbury,request,2019-01-23 10:16:06
horse riding,"{2, 3, 109, 111, 23, 29}",251,midcanterbury,request,2019-01-23 10:16:06
upholstery to learn how to do it,"{64, 2, 4, 37, 8, 25}",250,midcanterbury,request,2019-01-23 10:16:06
Unwanted Shingle,"{82, 11, 4, 39}",245,midcanterbury,request,2019-01-23 10:16:06
Cultural & Historical Knowledge of Staveley Forest/Sawmill Rd Bush,"{4, 37, 101, 104, 108}",242,midcanterbury,request,2019-01-23 10:16:06
Environmental Weed Control Work,"{34, 4, 39, 11, 82}",241,midcanterbury,request,2019-01-23 10:16:06
Some light gardening,"{9, 71}",239,midcanterbury,request,2019-01-23 10:16:06
Dreadlock tidy,"{2, 21}",232,midcanterbury,request,2019-01-23 10:16:06
Weeding/ Paved path tidy,"{9, 71}",230,midcanterbury,request,2019-01-23 10:16:06
Panel beating,"{9, 68}",228,midcanterbury,request,2019-01-23 10:16:06
shared dog walking,"{2, 3, 87, 23}",226,midcanterbury,request,2019-01-23 10:16:06
Wanting to learn to sing,"{8, 64, 63}",224,midcanterbury,request,2019-01-23 10:16:06
sash window replacement and eve built to protect new window.,"{9, 69}",223,midcanterbury,request,2019-01-23 10:16:06
Horse back riding lessons,"{109, 111}",218,midcanterbury,request,2019-01-23 10:16:06
Personal fitness trainer,"{41, 42, 43, 5}",217,midcanterbury,request,2019-01-23 10:16:06
Cabinet leadlight window or similar,"{8, 67}",214,midcanterbury,request,2019-01-23 10:16:06
Bread!,"{2, 127}",162,midcanterbury,request,2019-01-23 10:16:06
Music lessons - Plucking the Upright Double Bass,"{8, 64}",6,midcanterbury,request,2019-01-23 10:16:06
Complete your profile,"{4, 36}",32,mk,request,2019-01-23 10:16:06
Canoe & kayak building/repair/re-skinning/fibreglassing,"{69, 6, 7, 9, 51, 59}",37,murihiku,request,2019-01-23 10:16:06
Volunteers,"{32, 3, 5, 6, 46, 53}",63,nbnneighborhoodnetwork,request,2019-01-23 10:16:06
transportation,"{1, 14}",12,nbnneighborhoodnetwork,request,2019-01-23 10:16:06
Home Visits for Homebound Elders for the HOLIDAYS,"{25, 2, 3, 29}",94,nbnneighborhoodnetwork,request,2019-01-23 10:16:06
Volunteers and tutors for after school program !,"{34, 59, 4, 7}",123,nbnneighborhoodnetwork,request,2019-01-23 10:16:06
Seek Planning Consult,"{32, 3, 7, 10, 81, 59}",137,nether-swarthmore,request,2019-01-23 10:16:06
Quickbooks help,"{56, 10, 76, 7}",132,nether-swarthmore,request,2019-01-23 10:16:06
Need Honest Book Reviews,"{67, 6, 8, 47, 63}",126,nether-swarthmore,request,2019-01-23 10:16:06
Looking for flowers,"{8, 9, 62, 71}",122,nether-swarthmore,request,2019-01-23 10:16:06
Piano Tuning/Repair,"{9, 10, 11, 74, 81, 82}",115,nether-swarthmore,request,2019-01-23 10:16:06
Potluck Recipes,"{2, 42, 20, 5}",114,nether-swarthmore,request,2019-01-23 10:16:06
Volunteers needed!,"{1, 12, 13, 15}",109,nether-swarthmore,request,2019-01-23 10:16:06
Seeking a social visit to my Aunt.,"{32, 3, 29}",104,nether-swarthmore,request,2019-01-23 10:16:06
Calling All Angels,"{32, 3, 4, 36}",64,nether-swarthmore,request,2019-01-23 10:16:06
Attended Introductory Session,"{4, 38}",26,nether-swarthmore,request,2019-01-23 10:16:06
Join/Orientation,"{4, 38}",5,nether-swarthmore,request,2019-01-23 10:16:06
Packing/Moving the Children's Museum of Blacksburg,"{4, 86, 39}",388,nrv,request,2019-01-23 10:16:06
Organizing Computer Files,"{56, 10, 76, 7}",387,nrv,request,2019-01-23 10:16:06
Mapping Circuit Breakers,"{9, 70}",385,nrv,request,2019-01-23 10:16:06
Alteration of Long Leather Boots,"{2, 67, 8, 9, 74, 88}",383,nrv,request,2019-01-23 10:16:06
Red jean repair,"{88, 9, 2, 74}",382,nrv,request,2019-01-23 10:16:06
Porch Rebuilt,"{2, 87}",379,nrv,request,2019-01-23 10:16:06
Insulate crawl space under my kitchen,"{9, 69}",378,nrv,request,2019-01-23 10:16:06
Shed doors rebuilt,"{9, 69}",377,nrv,request,2019-01-23 10:16:06
Gutter repair,"{9, 69, 71}",376,nrv,request,2019-01-23 10:16:06
Time Bank Hour Donation Request,"{82, 11, 54, 7}",372,nrv,request,2019-01-23 10:16:06
Use of a Rototiller,"{9, 2, 25, 71}",370,nrv,request,2019-01-23 10:16:06
Quilt Repair,"{88, 2}",368,nrv,request,2019-01-23 10:16:06
Ski Equipment Tuning & Prepping for the season,"{51, 82, 11, 6}",364,nrv,request,2019-01-23 10:16:06
"Carpentry: Either 60"" Outdoor Wooden Gate OR replace 2x6"" long board on deck railing topper","{69, 9, 74, 11, 82}",361,nrv,request,2019-01-23 10:16:06
Zipper is kaput,"{88, 2}",352,nrv,request,2019-01-23 10:16:06
Wait for contractors,"{25, 2}",344,nrv,request,2019-01-23 10:16:06
Appraisal,"{25, 2, 11, 82}",343,nrv,request,2019-01-23 10:16:06
Surveyor,"{9, 74, 11, 82}",340,nrv,request,2019-01-23 10:16:06
Cleaning,"{82, 11}",330,nrv,request,2019-01-23 10:16:06
Attend Timebank Orientation!,"{4, 36}",8,nrv,request,2019-01-23 10:16:06
practice driving,"{32, 1, 3, 7, 18, 60}",3408,nola,request,2019-01-23 10:16:06
Pet Grooming,"{2, 23}",3341,nola,request,2019-01-23 10:16:06
In Need of a small Office Space,"{5, 7, 43, 55, 60}",2123,nola,request,2019-01-23 10:16:06
Ceiling Fan,"{2, 67, 70, 8, 9, 25}",3388,nola,request,2019-01-23 10:16:06
Need coolant tank flushed,"{9, 68}",3385,nola,request,2019-01-23 10:16:06
Braid my hair,"{2, 21}",3383,nola,request,2019-01-23 10:16:06
Errands,"{2, 9, 74, 11, 84, 25}",3379,nola,request,2019-01-23 10:16:06
First Unitarian Universalist Church of New Orleans Volunteers,{11},2656,nola,request,2019-01-23 10:16:06
yard work,"{9, 202}",3376,nola,request,2019-01-23 10:16:06
Painting a room in my house,"{72, 9}",3375,nola,request,2019-01-23 10:16:06
Participate in an Evacuteer Info Session,"{212, 203, 4, 207}",3371,nola,request,2019-01-23 10:16:06
CORE USA Ibis Inspiration Room Clean-up,"{2, 22}",3352,nola,request,2019-01-23 10:16:06
Help keep the NOLATB operating!,"{203, 206}",3339,nola,request,2019-01-23 10:16:06
New Member Outreach,"{10, 203, 76, 205}",3257,nola,request,2019-01-23 10:16:06
Broken/Unwanted Costume Jewelry,"{11, 84}",3335,nola,request,2019-01-23 10:16:06
Ride to the polls to vote,"{1, 239}",3334,nola,request,2019-01-23 10:16:06
Cat sitter/plant waterer Aug 29-30,"{9, 2, 71, 23}",3313,nola,request,2019-01-23 10:16:06
Photograph Classes and Camps,"{8, 65}",3312,nola,request,2019-01-23 10:16:06
Office volunteer needed!,"{10, 75, 77}",3306,nola,request,2019-01-23 10:16:06
Can I borrow your drain snake for my bathroom sink? Can you show me how to use it?,"{73, 9}",3303,nola,request,2019-01-23 10:16:06
Need Volunteers for Our Community Events,"{34, 4, 8, 61, 63}",3299,nola,request,2019-01-23 10:16:06
Looking for jewelry models for my Etsy shop,"{8, 65, 10, 79}",3298,nola,request,2019-01-23 10:16:06
Be a Fix-it Specialist at the FIX MIX event,"{203, 36}",1382,nola,request,2019-01-23 10:16:06
Help me build shade on my full sun exposed back deck,"{9, 69}",3289,nola,request,2019-01-23 10:16:06
Yard work and garden planting,"{9, 202, 217}",3288,nola,request,2019-01-23 10:16:06
Evacuteer Training,"{212, 4}",3286,nola,request,2019-01-23 10:16:06
Office Hours at NPN,"{203, 36}",1846,nola,request,2019-01-23 10:16:06
Lawn Mow and Weed Wack for Overwhelmed Working Single Mom,"{9, 202}",3279,nola,request,2019-01-23 10:16:06
Cutting Glass / Reuse glass bottles,"{8, 62}",3276,nola,request,2019-01-23 10:16:06
Organize the garage,"{9, 214}",3265,nola,request,2019-01-23 10:16:06
Bring Food to a NOLATB event / potluck,"{233, 203}",3249,nola,request,2019-01-23 10:16:06
Be part of the TRASH MOB!,"{33, 4}",1769,nola,request,2019-01-23 10:16:06
Rescue Food with Community Plates,"{1, 13}",3202,nola,request,2019-01-23 10:16:06
Second Saturday Recycling Run,"{1, 33, 4, 13, 18}",3246,nola,request,2019-01-23 10:16:06
Change air filter in air conditioner,"{2, 22}",2300,northwestnewjersey,request,2019-01-23 10:16:06
I need help weeding the garden and tending vegetable garden.,"{9, 71}",2260,northwestnewjersey,request,2019-01-23 10:16:06
Help Weed and Mulch the Berry Bushes,{11},787,northwestnewjersey,request,2019-01-23 10:16:06
"Need Help on Farm, Weeding and Beautifying",{11},780,northwestnewjersey,request,2019-01-23 10:16:06
Massage!,"{89, 5}",64,ojai,request,2019-01-23 10:16:06
I need Artist Assistants,"{102, 103, 7, 137, 55}",62,ojai,request,2019-01-23 10:16:06
I need Artist Assistants,"{102, 103, 7, 137, 55}",61,ojai,request,2019-01-23 10:16:06
Help with Shining Lion Music and Peace Sticks Events,"{8, 49}",58,ojai,request,2019-01-23 10:16:06
Land Use Request,"{133, 102, 135, 103, 90}",54,ojai,request,2019-01-23 10:16:06
Creating/ Envisioning Community!,"{67, 8, 9, 74, 11, 84}",47,ojai,request,2019-01-23 10:16:06
Help with making a short video,"{120, 119}",41,ojai,request,2019-01-23 10:16:06
My car bumper is loose!,"{104, 107}",34,ojai,request,2019-01-23 10:16:06
Rides,"{1, 13}",18,ojai,request,2019-01-23 10:16:06
Requesting Massage,"{89, 5}",14,ojai,request,2019-01-23 10:16:06
Can you knit me mittens?,"{8, 62}",23576,orexchange,request,2019-01-23 10:16:06
Mending Socks,"{2, 365}",23574,orexchange,request,2019-01-23 10:16:06
Can you stitch leather?,"{9, 2, 365, 74}",23573,orexchange,request,2019-01-23 10:16:06
Need help moving,"{9, 74}",23568,orexchange,request,2019-01-23 10:16:06
Snow Shoveling,"{9, 74}",22756,orexchange,request,2019-01-23 10:16:06
Foreign language,"{57, 7}",22798,orexchange,request,2019-01-23 10:16:06
Tidy me up,"{2, 22, 345, 347, 25}",23564,orexchange,request,2019-01-23 10:16:06
