cat_id,cat_parent,category,count_talent,timebank,timestamp
73,9,Plumbing,1,udc,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),10,udc,2019-01-23 09:56:15
82,11,All Other Services,1,udc,2019-01-23 09:56:15
83,11,For Sale,5,udc,2019-01-23 09:56:15
85,11,Free Stuff,2,udc,2019-01-23 09:56:15
84,11,Wanted,2,udc,2019-01-23 09:56:15
6,is_parent,Recreation,40,udc,2019-01-23 09:56:15
47,6,Books & Videos,6,udc,2019-01-23 09:56:15
48,6,Dancing,4,udc,2019-01-23 09:56:15
49,6,Events,8,udc,2019-01-23 09:56:15
50,6,Games,6,udc,2019-01-23 09:56:15
53,6,Miscellaneous,3,udc,2019-01-23 09:56:15
51,6,Sports,7,udc,2019-01-23 09:56:15
52,6,Travel,6,udc,2019-01-23 09:56:15
1,is_parent,Transportation,30,udc,2019-01-23 09:56:15
12,1,Errands / Shopping,10,udc,2019-01-23 09:56:15
13,1,Local,7,udc,2019-01-23 09:56:15
14,1,Long Distance,2,udc,2019-01-23 09:56:15
15,1,Medical,4,udc,2019-01-23 09:56:15
18,1,Miscellaneous,2,udc,2019-01-23 09:56:15
16,1,Train / Bus / Airport,4,udc,2019-01-23 09:56:15
17,1,Worship,1,udc,2019-01-23 09:56:15
104,is_parent,UDCSL Community Service Areas,168,udc,2019-01-23 09:56:15
111,104,Civic/Community Engagement,15,udc,2019-01-23 09:56:15
99,104,"Civil/Human Rights (General, Women, Gender, Disability, Veterans",24,udc,2019-01-23 09:56:15
105,104,Education,11,udc,2019-01-23 09:56:15
95,104,Elder Law/Benefits Check,12,udc,2019-01-23 09:56:15
107,104,Employment/Worker Rights,13,udc,2019-01-23 09:56:15
109,104,Government/Policy,15,udc,2019-01-23 09:56:15
93,104,Housing,8,udc,2019-01-23 09:56:15
89,104,Immigration,16,udc,2019-01-23 09:56:15
91,104,Juvenile Justice,17,udc,2019-01-23 09:56:15
97,104,Legal Aid/Legal Services,23,udc,2019-01-23 09:56:15
88,104,Taxes,5,udc,2019-01-23 09:56:15
103,104,Voting & Elections,9,udc,2019-01-23 09:56:15
5,is_parent,Wellness,19,udc,2019-01-23 09:56:15
40,5,Complementary Therapies,2,udc,2019-01-23 09:56:15
41,5,Counseling,3,udc,2019-01-23 09:56:15
42,5,Diet & Nutrition,5,udc,2019-01-23 09:56:15
43,5,Fitness & Exercise,4,udc,2019-01-23 09:56:15
46,5,Miscellaneous,2,udc,2019-01-23 09:56:15
45,5,Yoga / Meditation,3,udc,2019-01-23 09:56:15
8,is_parent,Arts,41,ujimaboston,2019-01-23 09:56:15
112,8,Art,5,ujimaboston,2019-01-23 09:56:15
62,8,Crafts,10,ujimaboston,2019-01-23 09:56:15
92,8,Fiber Arts,3,ujimaboston,2019-01-23 09:56:15
64,8,Lessons,6,ujimaboston,2019-01-23 09:56:15
67,8,Miscellaneous,5,ujimaboston,2019-01-23 09:56:15
95,8,Music,3,ujimaboston,2019-01-23 09:56:15
97,8,Performance,1,ujimaboston,2019-01-23 09:56:15
65,8,Photo & Video,6,ujimaboston,2019-01-23 09:56:15
66,8,Theater,2,ujimaboston,2019-01-23 09:56:15
4,is_parent,Community Activities,19,ujimaboston,2019-01-23 09:56:15
34,4,Community Service,11,ujimaboston,2019-01-23 09:56:15
36,4,Help Our TimeBank!,6,ujimaboston,2019-01-23 09:56:15
39,4,Miscellaneous,2,ujimaboston,2019-01-23 09:56:15
2,is_parent,Help At Home,102,ujimaboston,2019-01-23 09:56:15
19,2,Child Care,10,ujimaboston,2019-01-23 09:56:15
20,2,Cooking,13,ujimaboston,2019-01-23 09:56:15
118,2,Design and decorating,7,ujimaboston,2019-01-23 09:56:15
21,2,Hair & Beauty,2,ujimaboston,2019-01-23 09:56:15
120,2,House Sitting,10,ujimaboston,2019-01-23 09:56:15
22,2,Housekeeping / Chores,11,ujimaboston,2019-01-23 09:56:15
117,2,Meal planning,5,ujimaboston,2019-01-23 09:56:15
25,2,Miscellaneous,6,ujimaboston,2019-01-23 09:56:15
115,2,Moving / Hauling,9,ujimaboston,2019-01-23 09:56:15
114,2,Organization,12,ujimaboston,2019-01-23 09:56:15
90,2,Personal Care Assistance,2,ujimaboston,2019-01-23 09:56:15
23,2,Pet Care,11,ujimaboston,2019-01-23 09:56:15
24,2,Respite Care,2,ujimaboston,2019-01-23 09:56:15
113,2,Sewing,2,ujimaboston,2019-01-23 09:56:15
9,is_parent,Home/Car/Bike Maintenance,25,ujimaboston,2019-01-23 09:56:15
89,9,Bike Maintenance/Repair,2,ujimaboston,2019-01-23 09:56:15
68,9,Car Care,1,ujimaboston,2019-01-23 09:56:15
69,9,Carpentry / Construction,2,ujimaboston,2019-01-23 09:56:15
71,9,Garden & Yard Work,9,ujimaboston,2019-01-23 09:56:15
74,9,Miscellaneous,6,ujimaboston,2019-01-23 09:56:15
72,9,Painting,5,ujimaboston,2019-01-23 09:56:15
10,is_parent,Services,50,ujimaboston,2019-01-23 09:56:15
75,10,Clerical,6,ujimaboston,2019-01-23 09:56:15
76,10,Computer Support,12,ujimaboston,2019-01-23 09:56:15
98,10,Event planning,8,ujimaboston,2019-01-23 09:56:15
77,10,Financial,2,ujimaboston,2019-01-23 09:56:15
99,10,Fundraising,2,ujimaboston,2019-01-23 09:56:15
121,10,Jewelry repair,1,ujimaboston,2019-01-23 09:56:15
79,10,Marketing,1,ujimaboston,2019-01-23 09:56:15
81,10,Miscellaneous,4,ujimaboston,2019-01-23 09:56:15
119,10,Writing / Editing,14,ujimaboston,2019-01-23 09:56:15
7,is_parent,Teaching/Learning,59,ujimaboston,2019-01-23 09:56:15
55,7,Classes / Workshops,15,ujimaboston,2019-01-23 09:56:15
56,7,Computers / Technology,13,ujimaboston,2019-01-23 09:56:15
57,7,Languages / Translation,6,ujimaboston,2019-01-23 09:56:15
60,7,Miscellaneous,7,ujimaboston,2019-01-23 09:56:15
58,7,Personal Finances,5,ujimaboston,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,13,ujimaboston,2019-01-23 09:56:15
1,is_parent,Transportation,39,ujimaboston,2019-01-23 09:56:15
12,1,Errands / Shopping,10,ujimaboston,2019-01-23 09:56:15
13,1,Local,8,ujimaboston,2019-01-23 09:56:15
15,1,Medical,7,ujimaboston,2019-01-23 09:56:15
18,1,Miscellaneous,5,ujimaboston,2019-01-23 09:56:15
16,1,Train / Bus / Airport,5,ujimaboston,2019-01-23 09:56:15
17,1,Worship,4,ujimaboston,2019-01-23 09:56:15
5,is_parent,Wellness,13,ujimaboston,2019-01-23 09:56:15
40,5,Complementary Therapies,4,ujimaboston,2019-01-23 09:56:15
41,5,Counseling,1,ujimaboston,2019-01-23 09:56:15
42,5,Diet & Nutrition,1,ujimaboston,2019-01-23 09:56:15
43,5,Fitness & Exercise,2,ujimaboston,2019-01-23 09:56:15
46,5,Miscellaneous,4,ujimaboston,2019-01-23 09:56:15
45,5,Yoga / Meditation,1,ujimaboston,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",16,unityexchange,2019-01-23 09:56:15
61,8,Classes,2,unityexchange,2019-01-23 09:56:15
62,8,Crafts,6,unityexchange,2019-01-23 09:56:15
63,8,Entertainment,1,unityexchange,2019-01-23 09:56:15
64,8,Lessons,2,unityexchange,2019-01-23 09:56:15
67,8,Miscellaneous,1,unityexchange,2019-01-23 09:56:15
65,8,Photo & Video,3,unityexchange,2019-01-23 09:56:15
66,8,Theater,1,unityexchange,2019-01-23 09:56:15
10,is_parent,Business Services,28,unityexchange,2019-01-23 09:56:15
75,10,Clerical,6,unityexchange,2019-01-23 09:56:15
76,10,Computer Support,6,unityexchange,2019-01-23 09:56:15
79,10,Marketing,6,unityexchange,2019-01-23 09:56:15
81,10,Miscellaneous,5,unityexchange,2019-01-23 09:56:15
80,10,Research,5,unityexchange,2019-01-23 09:56:15
4,is_parent,Community Activities,71,unityexchange,2019-01-23 09:56:15
33,4,Clean-up / Recycling,12,unityexchange,2019-01-23 09:56:15
34,4,Community Service,9,unityexchange,2019-01-23 09:56:15
35,4,Fund-raising,8,unityexchange,2019-01-23 09:56:15
86,4,Group Projects,9,unityexchange,2019-01-23 09:56:15
36,4,Help Our TimeBank!,11,unityexchange,2019-01-23 09:56:15
39,4,Miscellaneous,5,unityexchange,2019-01-23 09:56:15
37,4,Special Projects,10,unityexchange,2019-01-23 09:56:15
38,4,Work For Social Change,7,unityexchange,2019-01-23 09:56:15
3,is_parent,Companionship,17,unityexchange,2019-01-23 09:56:15
27,3,Dining Out,3,unityexchange,2019-01-23 09:56:15
28,3,Email / IM,1,unityexchange,2019-01-23 09:56:15
29,3,Home Visits,3,unityexchange,2019-01-23 09:56:15
30,3,Medical Errands,4,unityexchange,2019-01-23 09:56:15
32,3,Miscellaneous,3,unityexchange,2019-01-23 09:56:15
31,3,Telephone Calls,3,unityexchange,2019-01-23 09:56:15
7,is_parent,Education,27,unityexchange,2019-01-23 09:56:15
54,7,Advocacy,5,unityexchange,2019-01-23 09:56:15
55,7,Classes / Workshops,7,unityexchange,2019-01-23 09:56:15
56,7,Computers / Technology,6,unityexchange,2019-01-23 09:56:15
60,7,Miscellaneous,2,unityexchange,2019-01-23 09:56:15
58,7,Personal Finances,1,unityexchange,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,6,unityexchange,2019-01-23 09:56:15
2,is_parent,Help At Home,29,unityexchange,2019-01-23 09:56:15
19,2,Child Care,5,unityexchange,2019-01-23 09:56:15
20,2,Cooking & Sewing,7,unityexchange,2019-01-23 09:56:15
21,2,Hair & Beauty,2,unityexchange,2019-01-23 09:56:15
22,2,Housekeeping / Chores,4,unityexchange,2019-01-23 09:56:15
25,2,Miscellaneous,1,unityexchange,2019-01-23 09:56:15
23,2,Pet Care,7,unityexchange,2019-01-23 09:56:15
24,2,Respite Care,3,unityexchange,2019-01-23 09:56:15
9,is_parent,Home,16,unityexchange,2019-01-23 09:56:15
68,9,Car Care,1,unityexchange,2019-01-23 09:56:15
70,9,Electrical,1,unityexchange,2019-01-23 09:56:15
71,9,Garden & Yard Work,10,unityexchange,2019-01-23 09:56:15
74,9,Miscellaneous,2,unityexchange,2019-01-23 09:56:15
72,9,Painting,2,unityexchange,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),3,unityexchange,2019-01-23 09:56:15
82,11,All Other Services,3,unityexchange,2019-01-23 09:56:15
6,is_parent,Recreation,24,unityexchange,2019-01-23 09:56:15
47,6,Books & Videos,6,unityexchange,2019-01-23 09:56:15
48,6,Dancing,1,unityexchange,2019-01-23 09:56:15
49,6,Events,5,unityexchange,2019-01-23 09:56:15
50,6,Games,1,unityexchange,2019-01-23 09:56:15
53,6,Miscellaneous,1,unityexchange,2019-01-23 09:56:15
51,6,Sports,5,unityexchange,2019-01-23 09:56:15
52,6,Travel,5,unityexchange,2019-01-23 09:56:15
1,is_parent,Transportation,27,unityexchange,2019-01-23 09:56:15
12,1,Errands / Shopping,8,unityexchange,2019-01-23 09:56:15
13,1,Local,6,unityexchange,2019-01-23 09:56:15
14,1,Long Distance,1,unityexchange,2019-01-23 09:56:15
15,1,Medical,4,unityexchange,2019-01-23 09:56:15
18,1,Miscellaneous,2,unityexchange,2019-01-23 09:56:15
16,1,Train / Bus / Airport,4,unityexchange,2019-01-23 09:56:15
17,1,Worship,2,unityexchange,2019-01-23 09:56:15
5,is_parent,Wellness,11,unityexchange,2019-01-23 09:56:15
42,5,Diet & Nutrition,2,unityexchange,2019-01-23 09:56:15
43,5,Fitness & Exercise,6,unityexchange,2019-01-23 09:56:15
46,5,Miscellaneous,1,unityexchange,2019-01-23 09:56:15
45,5,Yoga / Meditation,2,unityexchange,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",36,upperhutt,2019-01-23 09:56:15
61,8,Classes,4,upperhutt,2019-01-23 09:56:15
62,8,Crafts,14,upperhutt,2019-01-23 09:56:15
63,8,Entertainment,2,upperhutt,2019-01-23 09:56:15
64,8,Lessons,5,upperhutt,2019-01-23 09:56:15
67,8,Miscellaneous,2,upperhutt,2019-01-23 09:56:15
65,8,Photo & Video,5,upperhutt,2019-01-23 09:56:15
66,8,Theater,4,upperhutt,2019-01-23 09:56:15
10,is_parent,Business Services,32,upperhutt,2019-01-23 09:56:15
75,10,Clerical,9,upperhutt,2019-01-23 09:56:15
76,10,Computer Support,11,upperhutt,2019-01-23 09:56:15
77,10,Financial,2,upperhutt,2019-01-23 09:56:15
79,10,Marketing,2,upperhutt,2019-01-23 09:56:15
81,10,Miscellaneous,4,upperhutt,2019-01-23 09:56:15
80,10,Research,4,upperhutt,2019-01-23 09:56:15
4,is_parent,Community Activities,59,upperhutt,2019-01-23 09:56:15
33,4,Clean-up / Recycling,6,upperhutt,2019-01-23 09:56:15
34,4,Community Service,10,upperhutt,2019-01-23 09:56:15
35,4,Fund-raising,9,upperhutt,2019-01-23 09:56:15
86,4,Group Projects,6,upperhutt,2019-01-23 09:56:15
36,4,Help Our TimeBank!,16,upperhutt,2019-01-23 09:56:15
37,4,Special Projects,5,upperhutt,2019-01-23 09:56:15
38,4,Work For Social Change,7,upperhutt,2019-01-23 09:56:15
3,is_parent,Companionship,52,upperhutt,2019-01-23 09:56:15
26,3,Clubs,5,upperhutt,2019-01-23 09:56:15
27,3,Dining Out,2,upperhutt,2019-01-23 09:56:15
28,3,Email / IM,9,upperhutt,2019-01-23 09:56:15
29,3,Home Visits,13,upperhutt,2019-01-23 09:56:15
30,3,Medical Errands,8,upperhutt,2019-01-23 09:56:15
32,3,Miscellaneous,3,upperhutt,2019-01-23 09:56:15
31,3,Telephone Calls,12,upperhutt,2019-01-23 09:56:15
7,is_parent,Education,44,upperhutt,2019-01-23 09:56:15
54,7,Advocacy,5,upperhutt,2019-01-23 09:56:15
55,7,Classes / Workshops,5,upperhutt,2019-01-23 09:56:15
56,7,Computers / Technology,11,upperhutt,2019-01-23 09:56:15
57,7,Languages / Translation,3,upperhutt,2019-01-23 09:56:15
60,7,Miscellaneous,3,upperhutt,2019-01-23 09:56:15
58,7,Personal Finances,2,upperhutt,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,15,upperhutt,2019-01-23 09:56:15
2,is_parent,Help At Home,63,upperhutt,2019-01-23 09:56:15
19,2,Child Care,10,upperhutt,2019-01-23 09:56:15
20,2,Cooking & Sewing,17,upperhutt,2019-01-23 09:56:15
22,2,Housekeeping / Chores,12,upperhutt,2019-01-23 09:56:15
25,2,Miscellaneous,7,upperhutt,2019-01-23 09:56:15
23,2,Pet Care,13,upperhutt,2019-01-23 09:56:15
24,2,Respite Care,4,upperhutt,2019-01-23 09:56:15
9,is_parent,Home,34,upperhutt,2019-01-23 09:56:15
68,9,Car Care,3,upperhutt,2019-01-23 09:56:15
69,9,Carpentry / Construction,3,upperhutt,2019-01-23 09:56:15
70,9,Electrical,1,upperhutt,2019-01-23 09:56:15
71,9,Garden & Yard Work,19,upperhutt,2019-01-23 09:56:15
74,9,Miscellaneous,5,upperhutt,2019-01-23 09:56:15
72,9,Painting,2,upperhutt,2019-01-23 09:56:15
73,9,Plumbing,1,upperhutt,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),8,upperhutt,2019-01-23 09:56:15
82,11,All Other Services,4,upperhutt,2019-01-23 09:56:15
85,11,Free Stuff,4,upperhutt,2019-01-23 09:56:15
6,is_parent,Recreation,35,upperhutt,2019-01-23 09:56:15
47,6,Books & Videos,10,upperhutt,2019-01-23 09:56:15
48,6,Dancing,6,upperhutt,2019-01-23 09:56:15
49,6,Events,6,upperhutt,2019-01-23 09:56:15
50,6,Games,6,upperhutt,2019-01-23 09:56:15
53,6,Miscellaneous,2,upperhutt,2019-01-23 09:56:15
51,6,Sports,1,upperhutt,2019-01-23 09:56:15
52,6,Travel,4,upperhutt,2019-01-23 09:56:15
1,is_parent,Transportation,67,upperhutt,2019-01-23 09:56:15
12,1,Errands / Shopping,16,upperhutt,2019-01-23 09:56:15
13,1,Local,18,upperhutt,2019-01-23 09:56:15
14,1,Long Distance,6,upperhutt,2019-01-23 09:56:15
15,1,Medical,10,upperhutt,2019-01-23 09:56:15
18,1,Miscellaneous,7,upperhutt,2019-01-23 09:56:15
16,1,Train / Bus / Airport,6,upperhutt,2019-01-23 09:56:15
17,1,Worship,4,upperhutt,2019-01-23 09:56:15
5,is_parent,Wellness,24,upperhutt,2019-01-23 09:56:15
40,5,Complementary Therapies,4,upperhutt,2019-01-23 09:56:15
41,5,Counseling,1,upperhutt,2019-01-23 09:56:15
42,5,Diet & Nutrition,4,upperhutt,2019-01-23 09:56:15
43,5,Fitness & Exercise,7,upperhutt,2019-01-23 09:56:15
46,5,Miscellaneous,6,upperhutt,2019-01-23 09:56:15
45,5,Yoga / Meditation,2,upperhutt,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",0,uva,2019-01-23 09:56:15
10,is_parent,Business Services,0,uva,2019-01-23 09:56:15
4,is_parent,Community Activities,0,uva,2019-01-23 09:56:15
3,is_parent,Companionship,0,uva,2019-01-23 09:56:15
7,is_parent,Education,0,uva,2019-01-23 09:56:15
2,is_parent,Help At Home,0,uva,2019-01-23 09:56:15
9,is_parent,Home,0,uva,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),0,uva,2019-01-23 09:56:15
6,is_parent,Recreation,0,uva,2019-01-23 09:56:15
1,is_parent,Transportation,0,uva,2019-01-23 09:56:15
5,is_parent,Wellness,0,uva,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",8,villagece,2019-01-23 09:56:15
61,8,Classes,1,villagece,2019-01-23 09:56:15
62,8,Crafts,4,villagece,2019-01-23 09:56:15
64,8,Lessons,1,villagece,2019-01-23 09:56:15
65,8,Photo & Video,2,villagece,2019-01-23 09:56:15
10,is_parent,Business Services,5,villagece,2019-01-23 09:56:15
75,10,Clerical,2,villagece,2019-01-23 09:56:15
79,10,Marketing,1,villagece,2019-01-23 09:56:15
80,10,Research,2,villagece,2019-01-23 09:56:15
4,is_parent,Community Activities,13,villagece,2019-01-23 09:56:15
33,4,Clean-up / Recycling,2,villagece,2019-01-23 09:56:15
34,4,Community Service,2,villagece,2019-01-23 09:56:15
86,4,Group Projects,3,villagece,2019-01-23 09:56:15
36,4,Help Our TimeBank!,1,villagece,2019-01-23 09:56:15
39,4,Miscellaneous,1,villagece,2019-01-23 09:56:15
37,4,Special Projects,2,villagece,2019-01-23 09:56:15
38,4,Work For Social Change,2,villagece,2019-01-23 09:56:15
3,is_parent,Companionship,4,villagece,2019-01-23 09:56:15
27,3,Dining Out,1,villagece,2019-01-23 09:56:15
28,3,Email / IM,1,villagece,2019-01-23 09:56:15
29,3,Home Visits,1,villagece,2019-01-23 09:56:15
31,3,Telephone Calls,1,villagece,2019-01-23 09:56:15
7,is_parent,Education,9,villagece,2019-01-23 09:56:15
54,7,Advocacy,1,villagece,2019-01-23 09:56:15
55,7,Classes / Workshops,2,villagece,2019-01-23 09:56:15
56,7,Computers / Technology,1,villagece,2019-01-23 09:56:15
60,7,Miscellaneous,1,villagece,2019-01-23 09:56:15
58,7,Personal Finances,1,villagece,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,3,villagece,2019-01-23 09:56:15
2,is_parent,Help At Home,10,villagece,2019-01-23 09:56:15
19,2,Child Care,4,villagece,2019-01-23 09:56:15
20,2,Cooking & Sewing,3,villagece,2019-01-23 09:56:15
22,2,Housekeeping / Chores,2,villagece,2019-01-23 09:56:15
23,2,Pet Care,1,villagece,2019-01-23 09:56:15
9,is_parent,Home,2,villagece,2019-01-23 09:56:15
71,9,Garden & Yard Work,1,villagece,2019-01-23 09:56:15
72,9,Painting,1,villagece,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),2,villagece,2019-01-23 09:56:15
83,11,For Sale,1,villagece,2019-01-23 09:56:15
85,11,Free Stuff,1,villagece,2019-01-23 09:56:15
6,is_parent,Recreation,1,villagece,2019-01-23 09:56:15
47,6,Books & Videos,1,villagece,2019-01-23 09:56:15
1,is_parent,Transportation,1,villagece,2019-01-23 09:56:15
12,1,Errands / Shopping,1,villagece,2019-01-23 09:56:15
5,is_parent,Wellness,1,villagece,2019-01-23 09:56:15
40,5,Complementary Therapies,1,villagece,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",84,waikato,2019-01-23 09:56:15
61,8,Classes,9,waikato,2019-01-23 09:56:15
62,8,Crafts,26,waikato,2019-01-23 09:56:15
63,8,Entertainment,7,waikato,2019-01-23 09:56:15
64,8,Lessons,22,waikato,2019-01-23 09:56:15
67,8,Miscellaneous,8,waikato,2019-01-23 09:56:15
65,8,Photo & Video,11,waikato,2019-01-23 09:56:15
66,8,Theater,1,waikato,2019-01-23 09:56:15
10,is_parent,Business Services,69,waikato,2019-01-23 09:56:15
75,10,Clerical,21,waikato,2019-01-23 09:56:15
76,10,Computer Support,12,waikato,2019-01-23 09:56:15
77,10,Financial,5,waikato,2019-01-23 09:56:15
78,10,Legal,1,waikato,2019-01-23 09:56:15
79,10,Marketing,9,waikato,2019-01-23 09:56:15
81,10,Miscellaneous,2,waikato,2019-01-23 09:56:15
80,10,Research,19,waikato,2019-01-23 09:56:15
4,is_parent,Community Activities,230,waikato,2019-01-23 09:56:15
33,4,Clean-up / Recycling,39,waikato,2019-01-23 09:56:15
34,4,Community Service,40,waikato,2019-01-23 09:56:15
35,4,Fund-raising,20,waikato,2019-01-23 09:56:15
86,4,Group Projects,14,waikato,2019-01-23 09:56:15
36,4,Help Our TimeBank!,39,waikato,2019-01-23 09:56:15
39,4,Miscellaneous,8,waikato,2019-01-23 09:56:15
37,4,Special Projects,30,waikato,2019-01-23 09:56:15
38,4,Work For Social Change,40,waikato,2019-01-23 09:56:15
3,is_parent,Companionship,109,waikato,2019-01-23 09:56:15
26,3,Clubs,16,waikato,2019-01-23 09:56:15
27,3,Dining Out,12,waikato,2019-01-23 09:56:15
28,3,Email / IM,20,waikato,2019-01-23 09:56:15
29,3,Home Visits,22,waikato,2019-01-23 09:56:15
30,3,Medical Errands,14,waikato,2019-01-23 09:56:15
32,3,Miscellaneous,7,waikato,2019-01-23 09:56:15
31,3,Telephone Calls,18,waikato,2019-01-23 09:56:15
7,is_parent,Education,144,waikato,2019-01-23 09:56:15
54,7,Advocacy,21,waikato,2019-01-23 09:56:15
55,7,Classes / Workshops,25,waikato,2019-01-23 09:56:15
56,7,Computers / Technology,22,waikato,2019-01-23 09:56:15
57,7,Languages / Translation,17,waikato,2019-01-23 09:56:15
60,7,Miscellaneous,6,waikato,2019-01-23 09:56:15
58,7,Personal Finances,10,waikato,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,43,waikato,2019-01-23 09:56:15
2,is_parent,Help At Home,142,waikato,2019-01-23 09:56:15
19,2,Child Care,25,waikato,2019-01-23 09:56:15
20,2,Cooking & Sewing,36,waikato,2019-01-23 09:56:15
21,2,Hair & Beauty,3,waikato,2019-01-23 09:56:15
22,2,Housekeeping / Chores,19,waikato,2019-01-23 09:56:15
25,2,Miscellaneous,11,waikato,2019-01-23 09:56:15
23,2,Pet Care,37,waikato,2019-01-23 09:56:15
24,2,Respite Care,11,waikato,2019-01-23 09:56:15
9,is_parent,Home,89,waikato,2019-01-23 09:56:15
68,9,Car Care,10,waikato,2019-01-23 09:56:15
69,9,Carpentry / Construction,5,waikato,2019-01-23 09:56:15
70,9,Electrical,3,waikato,2019-01-23 09:56:15
71,9,Garden & Yard Work,44,waikato,2019-01-23 09:56:15
74,9,Miscellaneous,12,waikato,2019-01-23 09:56:15
72,9,Painting,11,waikato,2019-01-23 09:56:15
73,9,Plumbing,4,waikato,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),35,waikato,2019-01-23 09:56:15
82,11,All Other Services,9,waikato,2019-01-23 09:56:15
83,11,For Sale,4,waikato,2019-01-23 09:56:15
85,11,Free Stuff,18,waikato,2019-01-23 09:56:15
84,11,Wanted,4,waikato,2019-01-23 09:56:15
6,is_parent,Recreation,94,waikato,2019-01-23 09:56:15
47,6,Books & Videos,21,waikato,2019-01-23 09:56:15
48,6,Dancing,5,waikato,2019-01-23 09:56:15
49,6,Events,18,waikato,2019-01-23 09:56:15
50,6,Games,14,waikato,2019-01-23 09:56:15
53,6,Miscellaneous,7,waikato,2019-01-23 09:56:15
51,6,Sports,11,waikato,2019-01-23 09:56:15
52,6,Travel,18,waikato,2019-01-23 09:56:15
1,is_parent,Transportation,127,waikato,2019-01-23 09:56:15
12,1,Errands / Shopping,33,waikato,2019-01-23 09:56:15
13,1,Local,55,waikato,2019-01-23 09:56:15
14,1,Long Distance,4,waikato,2019-01-23 09:56:15
15,1,Medical,19,waikato,2019-01-23 09:56:15
18,1,Miscellaneous,4,waikato,2019-01-23 09:56:15
16,1,Train / Bus / Airport,9,waikato,2019-01-23 09:56:15
17,1,Worship,3,waikato,2019-01-23 09:56:15
5,is_parent,Wellness,78,waikato,2019-01-23 09:56:15
40,5,Complementary Therapies,15,waikato,2019-01-23 09:56:15
41,5,Counseling,9,waikato,2019-01-23 09:56:15
42,5,Diet & Nutrition,19,waikato,2019-01-23 09:56:15
43,5,Fitness & Exercise,16,waikato,2019-01-23 09:56:15
44,5,Medical Services,6,waikato,2019-01-23 09:56:15
46,5,Miscellaneous,7,waikato,2019-01-23 09:56:15
45,5,Yoga / Meditation,6,waikato,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",14,waimakariri,2019-01-23 09:56:15
61,8,Classes,3,waimakariri,2019-01-23 09:56:15
62,8,Crafts,3,waimakariri,2019-01-23 09:56:15
63,8,Entertainment,1,waimakariri,2019-01-23 09:56:15
64,8,Lessons,5,waimakariri,2019-01-23 09:56:15
67,8,Miscellaneous,2,waimakariri,2019-01-23 09:56:15
10,is_parent,Business Services,2,waimakariri,2019-01-23 09:56:15
76,10,Computer Support,1,waimakariri,2019-01-23 09:56:15
79,10,Marketing,1,waimakariri,2019-01-23 09:56:15
4,is_parent,Community Activities,24,waimakariri,2019-01-23 09:56:15
33,4,Clean-up / Recycling,4,waimakariri,2019-01-23 09:56:15
34,4,Community Service,2,waimakariri,2019-01-23 09:56:15
35,4,Fund-raising,1,waimakariri,2019-01-23 09:56:15
86,4,Group Projects,3,waimakariri,2019-01-23 09:56:15
36,4,Help Our TimeBank!,3,waimakariri,2019-01-23 09:56:15
39,4,Miscellaneous,2,waimakariri,2019-01-23 09:56:15
37,4,Special Projects,5,waimakariri,2019-01-23 09:56:15
38,4,Work For Social Change,4,waimakariri,2019-01-23 09:56:15
3,is_parent,Companionship,16,waimakariri,2019-01-23 09:56:15
26,3,Clubs,2,waimakariri,2019-01-23 09:56:15
27,3,Dining Out,2,waimakariri,2019-01-23 09:56:15
28,3,Email / IM,1,waimakariri,2019-01-23 09:56:15
29,3,Home Visits,3,waimakariri,2019-01-23 09:56:15
30,3,Medical Errands,3,waimakariri,2019-01-23 09:56:15
32,3,Miscellaneous,3,waimakariri,2019-01-23 09:56:15
31,3,Telephone Calls,2,waimakariri,2019-01-23 09:56:15
7,is_parent,Education,11,waimakariri,2019-01-23 09:56:15
54,7,Advocacy,1,waimakariri,2019-01-23 09:56:15
55,7,Classes / Workshops,1,waimakariri,2019-01-23 09:56:15
56,7,Computers / Technology,1,waimakariri,2019-01-23 09:56:15
57,7,Languages / Translation,2,waimakariri,2019-01-23 09:56:15
60,7,Miscellaneous,3,waimakariri,2019-01-23 09:56:15
58,7,Personal Finances,1,waimakariri,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,2,waimakariri,2019-01-23 09:56:15
2,is_parent,Help At Home,12,waimakariri,2019-01-23 09:56:15
19,2,Child Care,2,waimakariri,2019-01-23 09:56:15
20,2,Cooking & Sewing,2,waimakariri,2019-01-23 09:56:15
